zone,sample_id,nitrogen,phosphorus,potassium,ph,ec,moisture,temperature,status,imbalance_type,timestamp
C,S_C_1140,29.92,-25.46,99.57,4.74,-199.16,19.35,31.7,Stable,Acidic Trend,1774379251
C,S_C_1145,31.15,37.01,53.68,6.62,1197.39,37.05,40.5,Unstable,Variable Stability,1774361251
D,S_D_1042,39.36,-0.59,149.27,3.55,1052.99,83.06,29.5,Unstable,Acidic Trend,1774732051
B,S_B_221,61.65,19.63,49.93,5.8,1227.89,63.22,19.3,Unstable,Variable Stability,1777687651
C,S_C_371,-2.87,3.51,66.95,3.66,585.28,25.25,31.7,Unstable,Acidic Trend,1777147651
B,S_B_587,37.0,27.41,54.11,5.92,261.74,61.89,26.1,Unstable,High Salinity Trend,1776370051
D,S_D_881,0.92,62.83,74.53,4.7,340.17,55.42,16.6,Unstable,Acidic Trend,1775311651
B,S_B_689,41.19,16.52,80.33,6.41,-31.54,48.68,25.2,Stable,Stable / Optimal,1776002851
E,S_E_862,67.13,71.31,-3.66,3.5,1103.19,82.78,36.3,Unstable,Acidic Trend,1775380051
E,S_E_850,16.44,39.22,74.48,6.56,484.35,51.82,15.0,Unstable,Phosphorus Imbalance (Low),1775423251
A,S_A_417,71.76,26.26,42.87,6.21,840.09,55.27,22.3,Stable,Stable / Optimal,1776982051
B,S_B_016,19.83,19.04,53.29,6.58,889.33,42.79,27.6,Unstable,Nitrogen Imbalance (Low),1778425651
E,S_E_039,-0.43,6.77,26.19,5.12,465.82,106.15,25.1,Unstable,Acidic Trend,1778342851
E,S_E_947,70.26,53.15,-0.07,7.68,1871.9,65.39,22.6,Stable,Stable / Optimal,1775074051
A,S_A_565,47.68,20.02,76.59,6.32,-167.98,36.65,20.7,Stable,Stable / Optimal,1776449251
A,S_A_479,41.93,17.44,22.71,6.93,376.08,49.76,25.4,Unstable,Potassium Imbalance (Low),1776758851
E,S_E_1038,19.62,41.25,64.01,4.67,1311.93,84.61,30.4,Unstable,Potassium Imbalance (Low),1774746451
A,S_A_143,63.8,41.51,67.85,5.38,280.02,54.01,27.0,Stable,Stable / Optimal,1777968451
B,S_B_013,50.31,22.86,18.25,6.91,766.99,59.58,30.7,Unstable,Potassium Imbalance (Low),1778436451
E,S_E_498,67.98,16.88,95.33,7.37,1974.27,84.82,36.4,Stable,Stable / Optimal,1776690451
A,S_A_1098,17.24,9.97,76.14,6.28,575.81,51.47,26.0,Unstable,Nitrogen Imbalance (Low),1774530451
B,S_B_943,37.83,41.15,95.08,5.49,278.53,52.39,29.5,Unstable,Phosphorus Imbalance (Low),1775088451
A,S_A_606,62.3,13.02,32.58,5.44,1088.36,56.2,28.5,Unstable,Potassium Imbalance (Low),1776301651
D,S_D_187,60.45,26.74,75.95,6.14,398.81,47.47,23.6,Unstable,Variable Stability,1777810051
C,S_C_176,30.63,0.97,56.72,4.64,1087.33,24.07,44.5,Unstable,Acidic Trend,1777849651
A,S_A_498,46.7,27.85,87.41,6.72,330.8,33.95,33.6,Unstable,Variable Stability,1776690451
C,S_C_143,14.86,-15.48,6.82,4.25,-802.34,33.27,19.2,Unstable,Acidic Trend,1777968451
D,S_D_882,26.7,42.96,71.12,6.63,557.85,27.83,21.2,Unstable,Nitrogen Imbalance (Low),1775308051
E,S_E_422,52.47,21.26,87.56,5.25,835.31,66.72,38.6,Unstable,Acidic Trend,1776964051
C,S_C_064,76.2,13.92,-6.96,5.08,209.12,18.6,31.8,Unstable,Potassium Imbalance (Low),1778252851
A,S_A_722,43.34,5.49,51.02,5.87,914.62,68.93,37.4,Unstable,Phosphorus Imbalance (Low),1775884051
A,S_A_1087,35.62,15.48,54.84,6.87,525.92,58.56,32.6,Stable,Stable / Optimal,1774570051
A,S_A_1026,60.74,33.86,47.47,6.53,1191.83,58.78,24.0,Unstable,Variable Stability,1774789651
B,S_B_158,55.34,2.09,48.96,5.06,591.75,67.59,30.3,Stable,Potassium Imbalance (Low),1777914451
C,S_C_857,-3.98,-4.62,41.27,4.43,-888.31,-13.42,29.0,Unstable,Potassium Imbalance (Low),1775398051
C,S_C_413,38.77,56.7,-23.57,4.4,176.63,-0.91,48.4,Unstable,Acidic Trend,1776996451
C,S_C_999,46.38,31.74,-17.09,3.5,-670.76,27.15,51.4,Unstable,Acidic Trend,1774886851
E,S_E_012,45.06,34.36,52.64,5.02,246.42,36.1,9.6,Unstable,Acidic Trend,1778440051
E,S_E_033,61.07,11.61,133.41,7.52,1138.54,121.32,12.7,Stable,High Salinity Trend,1778364451
C,S_C_493,25.19,-3.57,-19.46,4.21,683.11,5.31,40.4,Unstable,Phosphorus Imbalance (Low),1776708451
C,S_C_1008,-1.4,3.1,36.51,4.67,1022.79,87.83,24.5,Stable,Stable / Optimal,1774854451
C,S_C_558,46.08,-27.07,55.06,6.98,311.92,77.47,41.5,Unstable,Phosphorus Imbalance (Low),1776474451
D,S_D_1152,82.3,9.89,-5.08,5.95,1125.85,71.59,40.8,Unstable,High Salinity Trend,1774336051
A,S_A_337,25.11,27.82,40.89,6.9,207.39,65.63,26.3,Unstable,Potassium Imbalance (Low),1777270051
E,S_E_458,84.06,16.46,86.52,4.79,593.63,39.54,32.0,Unstable,Acidic Trend,1776834451
B,S_B_765,44.65,26.18,73.92,7.54,918.12,52.62,33.9,Stable,Stable / Optimal,1775729251
C,S_C_1158,66.86,6.79,7.9,5.01,273.3,7.39,34.4,Unstable,Acidic Trend,1774314451
B,S_B_362,34.36,14.41,36.8,8.11,317.04,27.56,28.1,Unstable,Potassium Imbalance (Low),1777180051
B,S_B_539,29.84,18.76,55.55,5.37,1175.48,55.46,30.1,Unstable,High Salinity Trend,1776542851
D,S_D_763,61.9,58.37,106.66,5.34,-121.21,56.44,36.1,Stable,Acidic Trend,1775736451
C,S_C_040,-22.66,7.05,-1.7,5.8,1535.46,27.98,22.3,Unstable,Variable Stability,1778339251
B,S_B_819,42.31,23.31,54.59,6.84,798.3,49.97,23.4,Stable,Stable / Optimal,1775534851
C,S_C_697,62.57,17.92,77.35,3.6,-557.56,80.34,23.7,Unstable,Potassium Imbalance (Low),1775974051
A,S_A_725,39.71,14.74,31.67,6.09,390.49,45.55,22.8,Unstable,Potassium Imbalance (Low),1775873251
A,S_A_766,33.47,27.43,48.68,6.69,515.06,49.01,22.5,Stable,Phosphorus Imbalance (Low),1775725651
A,S_A_287,53.86,33.46,61.53,6.44,202.93,43.94,32.8,Unstable,Variable Stability,1777450051
A,S_A_308,35.3,27.29,60.53,6.47,452.4,49.53,33.6,Stable,Stable / Optimal,1777374451
E,S_E_411,12.69,47.96,93.14,7.0,329.2,81.0,16.5,Stable,Potassium Imbalance (Low),1777003651
D,S_D_1069,26.23,14.72,6.24,4.04,1500.94,102.62,33.4,Unstable,Acidic Trend,1774634851
E,S_E_636,31.43,70.51,143.98,7.65,1386.55,73.74,22.3,Stable,Variable Stability,1776193651
B,S_B_531,40.61,28.98,41.76,6.46,392.28,59.03,22.9,Stable,Stable / Optimal,1776571651
D,S_D_810,86.86,14.76,11.81,6.32,1750.0,99.62,35.4,Unstable,Acidic Trend,1775567251
E,S_E_286,79.59,16.52,78.34,7.57,907.27,77.42,25.5,Unstable,Variable Stability,1777453651
B,S_B_272,38.84,20.48,59.95,6.63,380.86,55.98,27.2,Stable,Stable / Optimal,1777504051
A,S_A_072,70.3,37.6,72.32,6.7,1072.93,47.04,26.4,Unstable,Variable Stability,1778224051
B,S_B_367,47.67,24.04,34.79,5.73,554.46,39.65,24.0,Unstable,High Salinity Trend,1777162051
A,S_A_712,55.44,12.3,52.33,5.58,644.59,42.48,25.7,Unstable,Phosphorus Imbalance (Low),1775920051
D,S_D_111,86.71,31.56,93.92,5.54,1465.48,5.33,22.9,Unstable,Variable Stability,1778083651
A,S_A_1021,50.52,33.51,42.97,6.58,947.42,41.9,24.2,Unstable,Variable Stability,1774807651
B,S_B_146,53.07,27.22,39.68,7.28,757.71,32.79,24.7,Unstable,Potassium Imbalance (Low),1777957651
E,S_E_199,60.12,43.35,81.52,7.99,851.31,103.44,14.0,Unstable,Variable Stability,1777766851
C,S_C_759,7.9,33.13,47.09,5.02,1316.1,41.91,25.1,Unstable,Acidic Trend,1775750851
A,S_A_738,63.45,3.37,53.79,6.5,236.94,69.04,26.5,Unstable,High Salinity Trend,1775826451
E,S_E_601,-4.62,42.98,85.02,6.62,707.9,16.6,29.8,Unstable,Nitrogen Imbalance (Low),1776319651
C,S_C_033,43.85,49.8,67.73,4.23,205.67,31.61,30.7,Unstable,Acidic Trend,1778364451
E,S_E_1004,32.91,31.81,132.74,5.68,2773.13,92.08,13.9,Unstable,High Salinity Trend,1774868851
E,S_E_771,3.84,10.9,2.87,6.01,315.24,117.45,28.4,Stable,Nitrogen Imbalance (Low),1775707651
B,S_B_036,54.52,16.94,86.55,5.49,-71.54,59.64,24.5,Unstable,Acidic Trend,1778353651
B,S_B_1060,66.7,1.7,72.49,5.66,476.97,55.12,32.2,Unstable,Potassium Imbalance (Low),1774667251
E,S_E_680,40.41,31.44,29.91,6.94,2311.77,26.16,18.1,Unstable,Potassium Imbalance (Low),1776035251
D,S_D_780,-40.36,38.92,104.29,7.6,656.68,38.83,36.4,Unstable,Nitrogen Imbalance (Low),1775675251
D,S_D_351,20.54,57.03,55.55,5.59,447.51,40.06,18.5,Unstable,Nitrogen Imbalance (Low),1777219651
E,S_E_689,72.07,37.23,10.34,6.43,1006.79,80.56,33.5,Unstable,Variable Stability,1776002851
A,S_A_979,23.79,1.38,71.37,6.2,293.64,51.63,29.4,Unstable,Variable Stability,1774958851
D,S_D_1024,33.61,14.43,39.01,6.34,478.74,54.19,36.9,Unstable,Potassium Imbalance (Low),1774796851
E,S_E_309,-2.64,53.9,21.18,3.72,132.79,42.99,46.9,Unstable,Acidic Trend,1777370851
B,S_B_823,42.82,25.83,97.11,6.37,75.55,50.95,29.4,Unstable,Variable Stability,1775520451
C,S_C_1121,61.24,11.97,14.0,3.73,897.9,21.52,36.2,Stable,Acidic Trend,1774447651
E,S_E_482,53.87,63.97,50.48,4.64,-479.68,82.5,25.4,Unstable,Acidic Trend,1776748051
A,S_A_345,20.02,13.82,63.06,5.98,365.0,40.64,30.1,Stable,Nitrogen Imbalance (Low),1777241251
E,S_E_200,65.37,29.82,58.73,5.66,964.71,94.76,31.5,Unstable,Variable Stability,1777763251
A,S_A_912,56.35,17.54,82.42,6.43,179.64,57.02,29.7,Unstable,Variable Stability,1775200051
C,S_C_037,-4.96,8.9,-16.28,4.29,2073.98,47.23,15.7,Unstable,Acidic Trend,1778350051
A,S_A_048,49.9,27.08,48.84,6.14,360.81,43.11,33.6,Stable,Stable / Optimal,1778310451
D,S_D_481,72.93,20.11,60.16,5.76,1322.51,101.37,13.9,Unstable,Variable Stability,1776751651
E,S_E_396,25.62,4.93,44.72,6.83,-516.15,70.51,47.2,Unstable,Nitrogen Imbalance (Low),1777057651
A,S_A_444,49.75,18.17,47.18,6.85,501.81,46.99,27.2,Unstable,High Salinity Trend,1776884851
C,S_C_1193,35.09,4.28,82.46,4.22,-458.6,16.93,27.8,Stable,Acidic Trend,1774188451
C,S_C_731,19.27,-1.01,7.11,4.73,506.12,35.05,37.5,Stable,Acidic Trend,1775851651
C,S_C_087,36.44,2.14,29.09,4.79,893.71,52.75,32.4,Unstable,Acidic Trend,1778170051
E,S_E_909,80.78,39.8,98.96,7.63,281.32,34.44,33.6,Unstable,High Salinity Trend,1775210851
B,S_B_694,36.15,3.61,64.72,6.26,565.72,46.85,31.0,Unstable,Phosphorus Imbalance (Low),1775984851
C,S_C_618,-23.62,10.95,-52.91,4.96,219.86,52.76,53.8,Unstable,Acidic Trend,1776258451
B,S_B_021,12.49,24.71,92.78,6.17,702.39,43.83,26.8,Stable,Nitrogen Imbalance (Low),1778407651
D,S_D_231,52.04,24.12,10.41,5.76,860.69,45.67,34.4,Unstable,Potassium Imbalance (Low),1777651651
B,S_B_1069,42.4,12.72,93.65,6.07,291.7,52.36,22.1,Unstable,Phosphorus Imbalance (Low),1774634851
A,S_A_1056,38.92,28.49,79.63,5.68,818.63,61.47,25.8,Stable,Stable / Optimal,1774681651
A,S_A_849,13.68,27.47,63.41,5.19,236.14,42.24,20.7,Unstable,Acidic Trend,1775426851
D,S_D_293,14.33,95.42,46.4,6.67,1635.59,102.51,24.4,Unstable,Acidic Trend,1777428451
E,S_E_1047,105.34,26.26,-10.18,6.86,954.35,31.21,34.3,Unstable,Potassium Imbalance (Low),1774714051
D,S_D_278,93.61,20.01,67.04,7.07,1006.87,66.59,8.1,Unstable,High Salinity Trend,1777482451
C,S_C_343,-32.81,2.1,37.65,5.79,306.49,77.47,29.1,Unstable,Nitrogen Imbalance (Low),1777248451
E,S_E_807,6.63,39.14,73.42,4.84,519.79,45.93,21.8,Unstable,Acidic Trend,1775578051
D,S_D_681,57.03,9.52,102.5,5.58,678.56,123.87,35.3,Stable,Stable / Optimal,1776031651
B,S_B_129,38.12,14.65,41.7,6.69,382.2,50.65,26.9,Unstable,Phosphorus Imbalance (Low),1778018851
C,S_C_475,49.67,17.05,47.08,3.57,-627.08,2.31,33.4,Unstable,Acidic Trend,1776773251
D,S_D_1031,33.47,31.39,77.47,5.36,1809.06,67.95,14.9,Unstable,Acidic Trend,1774771651
A,S_A_777,34.15,19.1,78.76,5.88,642.16,21.35,27.6,Unstable,Stable / Optimal,1775686051
E,S_E_877,41.56,2.44,100.71,5.26,613.79,77.2,22.4,Unstable,Acidic Trend,1775326051
A,S_A_184,50.34,28.0,91.69,6.21,516.99,59.5,33.7,Unstable,Variable Stability,1777820851
C,S_C_730,32.67,12.51,76.54,5.1,1090.8,64.44,24.4,Unstable,Acidic Trend,1775855251
D,S_D_499,77.05,24.03,26.74,7.66,1324.17,74.1,27.5,Stable,Phosphorus Imbalance (Low),1776686851
A,S_A_1194,50.46,25.87,26.86,6.11,643.08,56.57,30.3,Unstable,High Salinity Trend,1774184851
D,S_D_049,25.9,25.0,30.06,6.78,-468.03,79.77,38.2,Unstable,Nitrogen Imbalance (Low),1778306851
A,S_A_735,51.18,25.24,55.4,5.79,659.36,58.02,32.4,Stable,Stable / Optimal,1775837251
B,S_B_636,50.89,28.71,61.87,7.52,484.93,48.37,27.3,Unstable,High Salinity Trend,1776193651
B,S_B_1073,59.59,18.6,100.79,5.51,330.98,38.18,23.6,Stable,Variable Stability,1774620451
D,S_D_194,11.75,-5.47,69.99,6.56,-1354.65,67.35,19.7,Stable,Nitrogen Imbalance (Low),1777784851
A,S_A_486,46.42,24.22,58.35,6.07,253.76,56.49,25.9,Stable,Stable / Optimal,1776733651
A,S_A_1164,54.49,20.21,92.98,6.57,398.98,38.8,25.2,Stable,Variable Stability,1774292851
A,S_A_453,26.99,18.62,50.94,5.74,518.9,38.53,31.7,Unstable,Nitrogen Imbalance (Low),1776852451
B,S_B_1099,44.75,38.24,78.7,6.64,195.33,60.04,26.8,Unstable,Variable Stability,1774526851
D,S_D_995,29.7,9.41,57.9,4.96,1498.02,83.78,25.6,Stable,Acidic Trend,1774901251
A,S_A_031,46.15,17.22,87.04,6.47,442.48,56.06,28.7,Unstable,Variable Stability,1778371651
A,S_A_790,47.65,41.16,57.04,5.92,782.24,58.73,26.2,Unstable,Variable Stability,1775639251
E,S_E_299,40.44,51.62,27.07,7.37,1414.57,100.39,21.3,Unstable,Potassium Imbalance (Low),1777406851
B,S_B_766,42.81,17.29,53.83,6.63,830.36,55.13,26.3,Unstable,Phosphorus Imbalance (Low),1775725651
A,S_A_1110,40.34,19.75,52.98,7.13,582.2,61.61,28.3,Unstable,Variable Stability,1774487251
A,S_A_101,40.31,11.65,89.19,6.23,142.08,49.19,38.2,Unstable,High Salinity Trend,1778119651
D,S_D_371,-16.19,31.01,82.04,5.91,1086.96,96.91,35.0,Unstable,Nitrogen Imbalance (Low),1777147651
C,S_C_613,0.48,-4.75,-22.06,4.06,800.23,13.63,32.5,Unstable,Acidic Trend,1776276451
C,S_C_768,33.3,-0.13,-49.6,5.0,227.11,23.22,36.1,Unstable,High Salinity Trend,1775718451
D,S_D_1125,45.88,34.56,36.62,7.5,1634.16,97.71,31.5,Unstable,Potassium Imbalance (Low),1774433251
B,S_B_571,43.65,17.41,80.11,5.52,697.06,41.5,23.4,Stable,Stable / Optimal,1776427651
B,S_B_720,59.42,31.31,52.47,5.66,713.47,54.82,22.6,Unstable,Variable Stability,1775891251
D,S_D_156,4.18,0.16,71.11,6.44,99.88,53.52,29.9,Unstable,Potassium Imbalance (Low),1777921651
D,S_D_942,55.52,36.27,77.33,6.83,218.27,108.05,27.2,Unstable,Potassium Imbalance (Low),1775092051
A,S_A_862,35.33,22.68,71.82,6.02,231.95,68.94,25.9,Unstable,Potassium Imbalance (Low),1775380051
B,S_B_302,34.45,39.19,88.18,6.55,830.03,43.67,22.8,Unstable,Variable Stability,1777396051
A,S_A_904,48.93,15.02,83.93,6.18,530.35,65.73,27.5,Unstable,Variable Stability,1775228851
E,S_E_256,42.01,25.17,48.24,5.63,1715.53,69.67,43.9,Unstable,High Salinity Trend,1777561651
A,S_A_110,71.58,11.6,72.37,6.48,395.31,45.2,28.3,Unstable,Phosphorus Imbalance (Low),1778087251
E,S_E_569,52.65,10.13,32.26,5.43,1014.81,31.66,4.3,Stable,Acidic Trend,1776434851
E,S_E_1073,19.68,-6.71,44.59,6.53,272.69,89.63,14.0,Unstable,Nitrogen Imbalance (Low),1774620451
E,S_E_235,61.02,57.11,33.27,5.65,646.77,73.92,29.7,Unstable,Potassium Imbalance (Low),1777637251
D,S_D_798,28.18,36.06,52.64,3.5,927.79,64.72,36.7,Unstable,Acidic Trend,1775610451
B,S_B_727,29.84,20.52,59.16,5.48,283.22,51.24,21.9,Unstable,Acidic Trend,1775866051
B,S_B_934,29.16,38.45,77.03,6.33,680.13,46.52,31.9,Unstable,Nitrogen Imbalance (Low),1775120851
C,S_C_1126,22.19,8.86,46.87,3.5,791.28,28.36,32.8,Unstable,Acidic Trend,1774429651
E,S_E_1062,59.62,20.02,33.21,5.56,792.44,41.44,35.0,Stable,Potassium Imbalance (Low),1774660051
D,S_D_1051,64.01,4.44,69.15,8.12,1286.84,48.45,29.9,Unstable,Phosphorus Imbalance (Low),1774699651
D,S_D_072,40.73,28.48,124.3,8.12,1531.9,80.41,22.4,Unstable,High Salinity Trend,1778224051
D,S_D_794,39.52,34.15,48.15,6.24,2331.13,37.48,22.9,Unstable,High Salinity Trend,1775624851
C,S_C_646,-8.37,-2.02,148.34,5.17,-808.57,31.37,26.3,Unstable,Acidic Trend,1776157651
E,S_E_747,70.21,19.15,87.49,6.62,2733.33,71.97,41.2,Unstable,High Salinity Trend,1775794051
E,S_E_361,24.76,17.08,15.06,6.18,610.13,64.07,27.3,Unstable,Nitrogen Imbalance (Low),1777183651
E,S_E_839,93.67,47.33,78.45,7.28,-595.97,63.21,21.5,Unstable,Variable Stability,1775462851
D,S_D_287,61.24,54.25,28.13,8.12,809.12,91.6,31.9,Unstable,Acidic Trend,1777450051
A,S_A_1095,37.86,12.8,51.27,5.87,397.96,44.2,25.0,Unstable,Phosphorus Imbalance (Low),1774541251
A,S_A_1122,52.32,40.37,32.94,6.46,119.05,49.86,30.9,Unstable,Potassium Imbalance (Low),1774444051
C,S_C_117,-47.17,-11.12,83.97,4.31,665.12,29.8,57.8,Unstable,Acidic Trend,1778062051
B,S_B_1011,30.51,17.65,52.14,7.14,325.21,40.96,32.1,Unstable,Variable Stability,1774843651
A,S_A_810,50.04,33.05,54.07,6.29,1007.09,56.9,26.3,Unstable,Variable Stability,1775567251
D,S_D_653,111.75,17.62,-8.45,7.17,1880.6,103.41,3.2,Unstable,Potassium Imbalance (Low),1776132451
C,S_C_875,51.89,-5.88,28.02,3.81,736.11,32.0,21.3,Stable,Acidic Trend,1775333251
E,S_E_1108,51.63,20.06,96.22,6.59,903.98,86.87,31.9,Unstable,Variable Stability,1774494451
D,S_D_744,15.09,4.39,57.61,6.79,899.33,91.11,28.7,Unstable,Stable / Optimal,1775804851
E,S_E_1046,71.86,52.95,59.15,5.79,420.46,36.13,28.9,Unstable,Variable Stability,1774717651
E,S_E_704,37.17,36.74,55.96,4.91,89.32,95.49,34.2,Unstable,Acidic Trend,1775948851
E,S_E_854,110.0,51.64,13.55,5.44,584.95,79.27,27.3,Stable,Stable / Optimal,1775408851
D,S_D_345,18.78,9.18,11.7,6.63,1497.26,79.11,50.8,Unstable,Acidic Trend,1777241251
E,S_E_240,49.01,-0.13,102.63,7.94,237.39,49.9,24.9,Stable,Phosphorus Imbalance (Low),1777619251
C,S_C_144,-28.75,10.01,68.36,4.93,923.93,8.59,32.0,Unstable,Phosphorus Imbalance (Low),1777964851
B,S_B_574,30.46,18.83,48.91,5.66,568.48,65.92,30.5,Stable,Stable / Optimal,1776416851
C,S_C_447,49.98,15.84,64.97,3.5,100.39,28.3,27.3,Unstable,Acidic Trend,1776874051
E,S_E_1000,64.04,4.38,108.31,5.68,829.91,65.94,23.6,Unstable,Phosphorus Imbalance (Low),1774883251
B,S_B_566,46.07,9.96,65.19,5.41,700.6,61.18,26.2,Unstable,Acidic Trend,1776445651
D,S_D_298,62.4,20.9,145.48,6.65,2584.46,115.28,44.2,Unstable,High Salinity Trend,1777410451
E,S_E_829,12.94,48.99,37.66,7.7,422.74,111.79,53.3,Stable,Nitrogen Imbalance (Low),1775498851
B,S_B_557,47.63,18.07,60.19,5.12,-67.44,57.53,30.8,Unstable,Acidic Trend,1776478051
B,S_B_1147,32.42,12.31,29.94,6.44,664.12,53.21,22.5,Unstable,Phosphorus Imbalance (Low),1774354051
C,S_C_597,57.74,12.47,-7.66,4.29,-113.65,17.79,37.6,Stable,Variable Stability,1776334051
B,S_B_396,27.15,37.79,63.22,5.04,1061.08,54.78,28.3,Unstable,Phosphorus Imbalance (Low),1777057651
E,S_E_1167,30.2,39.1,46.4,7.15,-296.21,85.03,13.8,Unstable,Acidic Trend,1774282051
C,S_C_853,6.55,16.33,12.06,4.69,218.46,5.25,17.2,Stable,Acidic Trend,1775412451
A,S_A_830,49.61,12.75,84.18,7.25,331.86,65.62,23.0,Unstable,Phosphorus Imbalance (Low),1775495251
E,S_E_1065,96.09,33.71,150.21,7.9,-12.43,59.44,47.6,Stable,Stable / Optimal,1774649251
B,S_B_659,58.2,37.78,31.27,6.03,891.86,56.33,30.4,Unstable,Potassium Imbalance (Low),1776110851
A,S_A_439,50.89,12.37,33.34,7.35,132.16,47.12,36.8,Unstable,Acidic Trend,1776902851
A,S_A_628,70.18,12.33,53.3,6.48,-96.49,45.86,29.8,Unstable,Nitrogen Imbalance (Low),1776222451
E,S_E_1179,79.82,42.59,87.79,5.41,861.36,47.63,36.7,Stable,Acidic Trend,1774238851
C,S_C_480,59.13,14.23,47.39,4.6,-257.21,-20.46,28.3,Unstable,Acidic Trend,1776755251
A,S_A_926,32.56,33.62,39.28,7.23,810.88,67.46,28.3,Unstable,Potassium Imbalance (Low),1775149651
D,S_D_522,108.91,45.17,60.1,7.35,584.81,59.72,34.3,Unstable,Variable Stability,1776604051
E,S_E_075,65.32,32.65,95.65,7.23,2021.8,116.82,20.7,Unstable,Phosphorus Imbalance (Low),1778213251
E,S_E_937,40.03,63.25,97.06,4.86,-19.31,55.74,21.3,Unstable,Acidic Trend,1775110051
C,S_C_466,30.26,41.56,37.46,3.85,-70.02,-11.61,26.2,Unstable,Acidic Trend,1776805651
E,S_E_1152,93.22,53.01,44.31,5.8,408.74,60.72,29.2,Unstable,Phosphorus Imbalance (Low),1774336051
A,S_A_1174,23.07,24.14,58.39,5.63,90.45,48.18,33.1,Unstable,Nitrogen Imbalance (Low),1774256851
C,S_C_961,47.49,16.73,11.15,6.05,-657.49,35.23,3.2,Unstable,Potassium Imbalance (Low),1775023651
C,S_C_798,-16.0,17.48,72.82,4.5,333.05,25.08,32.7,Unstable,Acidic Trend,1775610451
A,S_A_945,71.4,16.47,38.89,6.33,230.12,54.54,32.0,Stable,Potassium Imbalance (Low),1775081251
D,S_D_1170,21.94,26.46,96.99,6.92,1345.9,61.02,32.9,Unstable,Nitrogen Imbalance (Low),1774271251
B,S_B_1089,40.15,9.41,122.86,5.95,471.77,38.85,28.2,Unstable,Phosphorus Imbalance (Low),1774562851
A,S_A_013,38.96,7.01,53.55,6.28,280.06,61.47,22.3,Unstable,Phosphorus Imbalance (Low),1778436451
A,S_A_1118,44.8,12.1,62.72,5.69,637.91,52.66,29.9,Unstable,Phosphorus Imbalance (Low),1774458451
D,S_D_766,23.6,50.92,118.22,4.6,81.97,53.72,30.8,Unstable,Acidic Trend,1775725651
D,S_D_056,31.8,-1.03,69.3,6.49,903.76,73.34,28.9,Unstable,Phosphorus Imbalance (Low),1778281651
E,S_E_896,30.28,13.31,97.63,5.38,1359.34,51.34,23.8,Unstable,Acidic Trend,1775257651
A,S_A_643,51.48,10.06,56.69,6.34,349.09,50.54,30.9,Stable,Stable / Optimal,1776168451
C,S_C_190,19.73,45.65,47.59,5.32,98.32,-26.13,15.8,Unstable,Acidic Trend,1777799251
D,S_D_1108,38.8,22.37,46.15,5.75,1409.08,89.6,11.3,Stable,Stable / Optimal,1774494451
C,S_C_279,13.35,29.1,56.01,3.5,272.88,41.34,44.3,Unstable,Acidic Trend,1777478851
D,S_D_693,57.43,34.21,126.03,5.75,1454.29,108.95,9.0,Stable,Stable / Optimal,1775988451
E,S_E_280,66.27,8.25,91.82,5.27,863.52,96.51,29.7,Unstable,Acidic Trend,1777475251
E,S_E_688,58.05,27.75,45.0,6.78,856.23,100.62,35.2,Unstable,Potassium Imbalance (Low),1776006451
C,S_C_523,6.67,-17.18,78.6,5.66,1395.37,35.93,12.8,Stable,Nitrogen Imbalance (Low),1776600451
C,S_C_136,-29.19,-12.7,2.94,3.5,-602.7,25.56,36.4,Unstable,Variable Stability,1777993651
D,S_D_1166,75.79,54.42,40.19,7.42,1347.31,58.97,31.0,Unstable,Variable Stability,1774285651
B,S_B_1065,48.35,29.37,41.98,8.03,794.34,40.1,38.9,Unstable,High Salinity Trend,1774649251
A,S_A_654,41.44,24.46,37.28,5.79,325.75,57.84,23.8,Unstable,Potassium Imbalance (Low),1776128851
A,S_A_430,47.01,29.36,71.18,6.17,801.19,54.32,33.6,Stable,Stable / Optimal,1776935251
D,S_D_151,32.3,4.31,40.31,5.9,269.15,81.78,30.8,Unstable,Variable Stability,1777939651
C,S_C_916,14.66,-14.68,25.52,3.78,452.62,27.05,40.7,Unstable,Variable Stability,1775185651
C,S_C_118,12.43,27.68,37.93,4.12,524.65,31.59,49.3,Stable,Acidic Trend,1778058451
D,S_D_412,110.95,35.26,-14.33,7.87,1309.98,72.63,30.6,Stable,Nitrogen Imbalance (Low),1777000051
C,S_C_763,-41.59,31.88,166.05,4.8,625.87,37.59,14.9,Unstable,Acidic Trend,1775736451
D,S_D_006,-13.04,10.59,21.93,5.9,319.99,93.46,25.9,Unstable,Nitrogen Imbalance (Low),1778461651
A,S_A_839,40.98,23.73,53.51,6.11,381.87,56.74,27.5,Unstable,Nitrogen Imbalance (Low),1775462851
A,S_A_1088,43.07,10.55,46.7,6.52,487.1,56.46,27.1,Unstable,Phosphorus Imbalance (Low),1774566451
B,S_B_529,61.14,32.55,51.43,6.15,842.0,56.82,27.0,Stable,Variable Stability,1776578851
E,S_E_1008,72.1,27.26,51.48,6.27,2308.85,100.21,35.7,Unstable,High Salinity Trend,1774854451
B,S_B_120,55.21,3.86,27.06,5.19,419.23,57.61,22.1,Unstable,Acidic Trend,1778051251
B,S_B_131,41.54,11.7,49.46,7.42,804.92,42.2,23.3,Unstable,Phosphorus Imbalance (Low),1778011651
D,S_D_555,-2.51,-15.14,91.48,5.56,1312.78,60.98,37.9,Unstable,Nitrogen Imbalance (Low),1776485251
